name;birthday;customer;orderdate;product;units;unitprice
Gaylord;1961-07-30;Vision Venture Group;2016-10-01 09:14:17.500054;Rubik’s Cube;3;18,28
Carson;1983-03-25;Systems Resource Virtual LLC;2016-10-16 09:14:17.500074;Corolla;38;24606,63
Patrick;1991-04-13;Alpha Vision Venture Co;2016-09-26 09:14:17.500094;Lipitor;49;11,47
William;1984-03-20;Electronic Industries;2016-10-08 09:14:17.500114;Corolla;33;21821,88
Issac;1953-02-23;Building International;2016-10-17 09:14:17.500134;Rubik’s Cube;9;17,38
Chloe;1968-09-15;Vision Innovation Resource Incorporated;2016-09-30 09:14:17.500154;iPad;24;999,63
Chester;1984-05-31;Federated Research Net Group;2016-10-11 09:14:17.500174;iPad;26;331,61
Rosendo;1985-01-20;Studio Interactive Agency;2016-10-05 09:14:17.500194;Star Wars;20;11,58
Timothy;1970-04-03;Max Co;2016-10-18 09:14:17.500213;iPhone;21;487,53
Willa;1957-04-19;Innovation Systems Co;2016-09-27 09:14:17.500233;Corolla;47;21945,84
Rich;1968-08-09;Bell LLC;2016-10-16 09:14:17.500254;Lipitor;4;11,74
Julia;1985-10-20;Power Network LLC;2016-10-09 09:14:17.500277;Corolla;36;22351,91
Maxine;1970-11-19;Application North Solutions Corporation;2016-09-26 09:14:17.500298;Thriller record;20;10,62
Herbert;1984-12-04;Internet Incorporated;2016-10-15 09:14:17.500318;Corolla;32;21605,36
Vickey;1974-11-29;Data Medicine Group;2016-10-17 09:14:17.500338;Corolla;22;24958,63
Esteban;1982-05-23;Internet Industries;2016-10-12 09:14:17.500358;Lipitor;37;10,24
Corinne;1993-12-23;Building Galaxy Graphics Group;2016-10-20 09:14:17.500378;banana;12;10,0
Vickey;1979-08-22;Design Group;2016-10-20 09:14:17.500398;Rubik’s Cube;26;15,4
Faustino;1971-08-29;Future Solutions Hardware International;2016-10-18 09:14:17.500420;Lipitor;17;11,78
Patrick;1991-04-13;Alpha Vision Venture Co;2016-09-28 09:14:17.500442;banana;5;10,0
Michelle;1985-08-29;Vision Speed International;2016-10-20 09:14:17.500462;Rubik’s Cube;33;16,76
Alfred;1967-08-14;Architecture People Technology Inc;2016-09-29 09:14:17.500481;iPhone;15;811,02
Eusebio;1969-01-08;Universal Industries;2016-10-11 09:14:17.500501;banana;44;10,0
Lillian;1983-08-24;Network Organization;2016-09-30 09:14:17.500521;PlayStation;41;226,74
Linda;1980-10-24;Advanced Provider Corporation;2016-10-18 09:14:17.500540;Harry Potter book;10;11,66
Darren;1971-02-14;Atlantic Organization;2016-10-01 09:14:17.500560;Rubik’s Cube;28;18,59
Zane;1981-10-27;South Inc;2016-10-02 09:14:17.500580;Rubik’s Cube;37;18,19
Danelle;1964-12-06;South Virtual Signal Co;2016-10-01 09:14:17.500600;PlayStation;6;229,12
Derrick;1985-05-04;Construction Analysis Limited;2016-10-19 09:14:17.500620;banana;5;10,0
Mel;1971-12-08;Universal Adventure Agency;2016-10-13 09:14:17.500640;Star Wars;1;8,81
David;1952-01-18;Internet Organization;2016-09-30 09:14:17.500659;Harry Potter book;21;21,69
Ellsworth;1984-01-31;Atlantic Virtual Adventure Industries;2016-10-10 09:14:17.500680;Corolla;19;23324,74
Eusebio;1969-01-08;Universal Industries;2016-10-10 09:14:17.500699;Rubik’s Cube;26;16,9
Brandie;1998-12-31;Technology Internet Incorporated;2016-10-02 09:14:17.500719;Star Wars;11;8,03
Zane;1981-10-27;South Inc;2016-10-10 09:14:17.500740;PlayStation;33;269,12
Wayne;1968-11-28;Electronic Frontier Inc;2016-09-26 09:14:17.500760;Lipitor;44;11,45
Lela;1981-03-04;Alpha Incorporated;2016-10-03 09:14:17.500779;iPhone;45;759,26
Alfonso;1986-05-19;Power People Co;2016-09-28 09:14:17.500799;iPad;1;592,24
Max;1984-04-10;Network Bell Net Limited;2016-09-26 09:14:17.500819;iPhone;8;897,81
Santa;1986-11-20;Star LLC;2016-10-01 09:14:17.500841;Harry Potter book;7;7,1
Joshua;1958-02-21;Software Alpha North Group;2016-10-15 09:14:17.500864;Corolla;23;24593,15
Teressa;1980-05-18;Construction Direct Co;2016-10-05 09:14:17.500884;Thriller record;39;9,59
Alfonso;1986-05-19;Power People Co;2016-10-13 09:14:17.500904;Rubik’s Cube;16;18,78
Roderick;1990-11-05;Electronics Industries;2016-10-02 09:14:17.500924;PlayStation;39;290,19
Adan;1995-11-23;Electronic Vision Provider Co;2016-10-15 09:14:17.500944;iPad;3;364,85
Bernadette;1973-08-07;Vision Limited;2016-10-09 09:14:17.500964;Harry Potter book;20;19,68
Mel;1971-12-08;Universal Adventure Agency;2016-10-11 09:14:17.500983;Lipitor;43;11,81
Aida;1980-02-19;Graphics Direct International;2016-10-04 09:14:17.501003;iPad;41;662,05
Corinne;1993-12-23;Building Galaxy Graphics Group;2016-09-26 09:14:17.501023;banana;45;10,0
Tanner;1990-04-27;Direct Co;2016-10-02 09:14:17.501043;Thriller record;16;13,12
Jordan;1978-07-30;Vision Corporation;2016-10-16 09:14:17.501063;Thriller record;48;16,32
Mohamed;1978-05-22;Design Star Industries;2016-10-16 09:14:17.501082;banana;24;10,0
Hector;1961-04-08;People Graphics Venture Agency;2016-10-15 09:14:17.501102;Harry Potter book;38;7,64
Meaghan;1980-01-20;Contract Medicine LLC;2016-10-15 09:14:17.501122;PlayStation;44;249,24
Winifred;1982-11-04;Solutions Interactive Star LLC;2016-10-11 09:14:17.501142;PlayStation;15;286,56
Lonnie;1986-02-15;Studio South LLC;2016-10-16 09:14:17.501161;Star Wars;46;10,0
Jean;1969-05-24;Industries Organization;2016-10-10 09:14:17.501181;Star Wars;17;10,9
Denny;1980-05-19;Star Vision Incorporated;2016-09-30 09:14:17.501201;iPad;38;577,44
Brady;1981-06-28;Design Hill Direct International;2016-10-18 09:14:17.501220;banana;41;10,0
Patrick;1991-04-13;Alpha Vision Venture Co;2016-09-30 09:14:17.501240;Thriller record;41;11,41
Mariano;1984-02-22;Internet Application Industries;2016-10-15 09:14:17.501260;banana;29;10,0
Marybeth;1980-09-14;Net Alpha Future Corporation;2016-10-16 09:14:17.501282;Star Wars;22;9,49
Constance;1981-04-28;Software Industries;2016-10-09 09:14:17.501302;Thriller record;37;14,4
Allene;1982-08-06;Adventure Network Co;2016-10-06 09:14:17.501322;PlayStation;22;214,54
Edmund;1985-01-13;Studio Inc;2016-09-29 09:14:17.501341;banana;16;10,0
Leola;1976-04-30;Application Venture Organization;2016-10-17 09:14:17.501361;Corolla;31;24665,3
Hanna;1979-08-18;Building Signal Limited;2016-10-12 09:14:17.501381;iPad;30;623,81
Teressa;1980-05-18;Construction Direct Co;2016-10-03 09:14:17.501401;iPad;12;659,08
Magdalene;1983-11-28;Universal Agency;2016-09-27 09:14:17.501421;banana;10;10,0
Rudolph;1987-02-17;Federated LLC;2016-10-19 09:14:17.501441;PlayStation;2;272,04
Reba;1967-07-12;Direct Limited;2016-10-19 09:14:17.501461;Corolla;40;20202,02
Adolph;1983-07-22;Innovation Pacific Corporation;2016-09-28 09:14:17.501481;Corolla;32;20543,48
Isiah;1987-05-15;Hardware Industries;2016-10-07 09:14:17.501500;Lipitor;49;10,37
Taryn;1979-08-16;Studio Interactive Hill Incorporated;2016-10-19 09:14:17.501520;banana;19;10,0
Sabrina;1983-10-18;Star Atlantic Provider Limited;2016-10-02 09:14:17.501540;Thriller record;41;14,86
Gregorio;1975-12-06;North Analysis Organization;2016-10-06 09:14:17.501560;iPhone;42;405,85
Jamie;1985-12-03;Max LLC;2016-10-18 09:14:17.501580;Thriller record;16;12,89
Aida;1980-02-19;Graphics Direct International;2016-10-20 09:14:17.501600;Rubik’s Cube;25;15,65
Reta;1968-11-17;Interactive Power Inc;2016-09-27 09:14:17.501620;Thriller record;23;14,68
Nora;1982-05-31;Net Speed Analysis Corporation;2016-09-30 09:14:17.501640;Thriller record;37;11,2
Serena;1979-05-07;Hardware Star Agency;2016-10-07 09:14:17.501660;PlayStation;48;211,28
Bernadette;1973-08-07;Vision Limited;2016-10-02 09:14:17.501680;Corolla;30;22225,92
Willard;1982-04-18;People Interactive Incorporated;2016-09-28 09:14:17.501701;banana;12;10,0
Dee;1969-10-06;Building Omega LLC;2016-10-02 09:14:17.501721;iPhone;1;741,05
Jami;1989-03-13;Star LLC;2016-10-18 09:14:17.501741;iPad;32;904,92
Tillie;1983-04-17;Net Software Pacific Co;2016-10-12 09:14:17.501760;banana;7;10,0
Max;1984-04-10;Network Bell Net Limited;2016-10-07 09:14:17.501781;Thriller record;28;14,59
Ebony;1987-03-14;Design Studio Group;2016-10-18 09:14:17.501801;Star Wars;37;10,74
Jordan;1978-07-30;Vision Corporation;2016-09-28 09:14:17.501821;iPhone;33;759,2
Jan;1974-05-11;Direct Corporation;2016-10-06 09:14:17.501840;banana;9;10,0
Sandy;1975-05-18;Universal Star Incorporated;2016-10-14 09:14:17.501860;PlayStation;1;269,63
Tosha;1973-03-08;Solutions Corporation;2016-10-06 09:14:17.501880;Harry Potter book;25;22,01
Rafaela;1981-01-19;Design International;2016-10-19 09:14:17.501901;Rubik’s Cube;28;18,0
Estella;1990-08-03;Resource Group;2016-10-19 09:14:17.501921;iPad;46;512,96
Augusta;1986-06-27;Research Speed Corporation;2016-10-05 09:14:17.501941;iPhone;23;659,0
David;1952-01-18;Internet Organization;2016-10-11 09:14:17.501961;Star Wars;49;11,76
Ruben;1966-06-26;Data West Limited;2016-10-20 09:14:17.501981;Corolla;24;20665,68
Deandre;1958-06-18;Alpha Organization;2016-10-13 09:14:17.502001;PlayStation;21;247,81
Veda;1982-01-12;East Limited;2016-09-27 09:14:17.502022;PlayStation;45;247,16
Kermit;1984-03-22;Electronic Future Incorporated;2016-10-14 09:14:17.502042;Harry Potter book;42;5,81
Kermit;1984-03-22;Electronic Future Incorporated;2016-10-12 09:14:17.502063;Harry Potter book;32;7,87
Jaclyn;1978-08-30;Galaxy Contract LLC;2016-10-15 09:14:17.502083;PlayStation;28;251,32
Rashad;1982-10-11;West Construction Network Corporation;2016-10-01 09:14:17.502103;Rubik’s Cube;19;15,62
Augusta;1986-06-27;Research Speed Corporation;2016-10-18 09:14:17.502125;iPad;36;830,25
Leann;1958-04-05;Net Corporation;2016-10-17 09:14:17.502146;Lipitor;10;10,06
Mariano;1984-02-22;Internet Application Industries;2016-10-20 09:14:17.502166;PlayStation;1;265,17
Marybeth;1980-09-14;Net Alpha Future Corporation;2016-09-29 09:14:17.502186;Corolla;46;23675,1
Kermit;1984-03-22;Electronic Future Incorporated;2016-09-28 09:14:17.502206;iPhone;38;451,32
Tristan;1984-07-31;Consulting Resource Group;2016-10-04 09:14:17.502226;iPhone;36;422,73
Mariano;1984-02-22;Internet Application Industries;2016-09-29 09:14:17.502246;Thriller record;24;16,69
Marina;1955-02-05;Power Incorporated;2016-10-02 09:14:17.502267;Rubik’s Cube;47;15,9
Elsa;1977-05-04;Adventure Software Systems Incorporated;2016-10-14 09:14:17.502290;Lipitor;31;11,93
Rudolph;1987-02-17;Federated LLC;2016-10-12 09:14:17.502312;banana;20;10,0
Reta;1968-11-17;Interactive Power Inc;2016-10-18 09:14:17.502332;banana;30;10,0
Zack;1987-04-23;General Hardware Limited;2016-10-02 09:14:17.502352;Corolla;7;24540,26
Gay;1978-01-27;Interactive Star Organization;2016-09-30 09:14:17.502372;Rubik’s Cube;35;16,24
Timothy;1970-04-03;Max Co;2016-10-07 09:14:17.502391;banana;12;10,0
Elias;1985-10-20;People Universal Organization;2016-10-17 09:14:17.502411;Lipitor;16;11,16
Tillie;1983-04-17;Net Software Pacific Co;2016-10-08 09:14:17.502431;iPad;29;537,25
Emmitt;1975-09-24;People Interactive Industries;2016-10-10 09:14:17.502451;Lipitor;24;10,25
Shelby;1969-11-10;Solutions General Group;2016-10-11 09:14:17.502471;iPhone;38;639,76
Cristina;1982-01-23;Innovation Speed Direct International;2016-10-12 09:14:17.502491;Lipitor;25;10,48
Esteban;1998-08-27;Solutions Industries;2016-10-15 09:14:17.502511;iPhone;24;431,97
Daryl;1973-10-06;Max Organization;2016-09-30 09:14:17.502532;Star Wars;14;10,63
Mel;1971-12-08;Universal Adventure Agency;2016-09-30 09:14:17.502552;Corolla;40;21648,24
Kaitlyn;1986-07-31;Telecom Inc;2016-10-19 09:14:17.502571;banana;20;10,0
Edmund;1985-01-13;Studio Inc;2016-10-04 09:14:17.502591;Corolla;49;23400,66
Rudolph;1987-02-17;Federated LLC;2016-10-17 09:14:17.502611;Rubik’s Cube;41;18,09
Chloe;1968-09-15;Vision Innovation Resource Incorporated;2016-10-13 09:14:17.502632;Lipitor;30;11,96
Philip;1979-02-18;Design Resource Limited;2016-09-27 09:14:17.502651;Corolla;17;24902,11
Kendrick;1976-11-21;Construction Innovation LLC;2016-10-17 09:14:17.502671;Star Wars;22;8,11
Linda;1980-10-24;Advanced Provider Corporation;2016-10-09 09:14:17.502691;PlayStation;16;220,52
Judy;1975-10-28;Electronics Innovation Consulting Inc;2016-10-19 09:14:17.502711;Rubik’s Cube;16;16,56
Serena;1979-05-07;Hardware Star Agency;2016-10-03 09:14:17.502731;iPad;26;646,98
Kristin;1973-10-21;Galaxy Design Corporation;2016-10-20 09:14:17.502751;Thriller record;43;9,7
Edwardo;1987-03-12;Solutions Co;2016-09-30 09:14:17.502771;PlayStation;24;255,15
Bill;1973-06-08;Direct Corporation;2016-10-08 09:14:17.502791;Lipitor;15;10,26
Olen;1967-05-20;People Industries;2016-10-17 09:14:17.502811;Lipitor;8;10,34
Tessa;1978-03-14;South Telecom International;2016-10-07 09:14:17.502831;PlayStation;42;203,14
Nellie;1986-07-19;Atlantic Star Corporation;2016-10-10 09:14:17.502852;iPhone;12;815,98
Dorcas;1987-01-06;Research Consulting Medicine Industries;2016-10-18 09:14:17.502876;Rubik’s Cube;39;18,14
Louella;1984-01-27;Star Inc;2016-10-02 09:14:17.502917;Star Wars;24;9,14
Maxwell;1970-10-21;Star Federated Organization;2016-10-09 09:14:17.502984;banana;46;10,0
Hans;1961-04-30;Adventure Bell Speed Group;2016-10-13 09:14:17.503018;Star Wars;10;9,17
Reuben;1983-08-05;Architecture Net Co;2016-10-02 09:14:17.503039;Harry Potter book;9;23,78
Garth;1979-10-30;Hill Data Agency;2016-10-17 09:14:17.503060;iPhone;13;510,76
Alton;1985-02-12;Source Studio Inc;2016-10-10 09:14:17.503080;banana;30;10,0
William;1984-03-20;Electronic Industries;2016-10-17 09:14:17.503099;Harry Potter book;33;6,56
Tessa;1978-03-14;South Telecom International;2016-10-07 09:14:17.503120;Lipitor;9;10,85
Amelia;1981-10-22;Architecture Electronic Design Group;2016-10-07 09:14:17.503141;Rubik’s Cube;50;17,01
Liz;1967-09-02;Software Agency;2016-10-14 09:14:17.503161;iPad;7;486,4
Danelle;1964-12-06;South Virtual Signal Co;2016-09-27 09:14:17.503181;iPhone;43;733,59
Reba;1967-07-12;Direct Limited;2016-10-15 09:14:17.503201;Corolla;21;24864,08
Laverne;1983-11-04;Advanced LLC;2016-10-08 09:14:17.503222;Star Wars;49;11,9
Laverne;1983-11-04;Advanced LLC;2016-10-18 09:14:17.503242;Harry Potter book;5;19,0
Santa;1986-11-20;Star LLC;2016-10-11 09:14:17.503263;iPhone;37;540,89
Reba;1967-07-12;Direct Limited;2016-09-27 09:14:17.503282;banana;40;10,0
Estella;1990-08-03;Resource Group;2016-10-13 09:14:17.503302;banana;33;10,0
Daryl;1973-10-06;Max Organization;2016-10-05 09:14:17.503323;banana;40;10,0
Elsa;1977-05-04;Adventure Software Systems Incorporated;2016-10-13 09:14:17.503343;Harry Potter book;3;26,15
Lissette;1967-07-18;Frontier Hardware Industries;2016-09-28 09:14:17.503363;iPhone;18;871,69
Maxine;1970-11-19;Application North Solutions Corporation;2016-10-01 09:14:17.503387;iPad;38;989,59
Junior;1979-08-19;Source Internet Inc;2016-10-06 09:14:17.503407;iPhone;21;854,56
Laura;1972-03-18;Net Medicine Solutions Corporation;2016-10-12 09:14:17.503427;banana;27;10,0
Racheal;1980-10-21;Technology Incorporated;2016-09-28 09:14:17.503447;Lipitor;6;11,44
Margret;1979-01-19;Star Resource Corporation;2016-10-20 09:14:17.503468;Star Wars;41;9,88
Arden;1969-09-04;Pacific Signal Incorporated;2016-10-14 09:14:17.503498;Corolla;48;21385,78
Tristan;1984-07-31;Consulting Resource Group;2016-09-27 09:14:17.503520;Rubik’s Cube;14;16,6
Marina;1955-02-05;Power Incorporated;2016-10-03 09:14:17.503540;Rubik’s Cube;12;17,43
Roosevelt;1967-05-29;Solutions Max Organization;2016-09-26 09:14:17.503560;PlayStation;42;235,73
Soledad;1986-03-04;Hill Incorporated;2016-10-14 09:14:17.503580;Thriller record;28;10,36
Nora;1982-05-31;Net Speed Analysis Corporation;2016-10-17 09:14:17.503600;iPad;32;884,64
Zane;1981-12-31;Virtual Corporation;2016-09-28 09:14:17.503619;PlayStation;15;221,52
Rena;1983-05-19;Interactive Provider Resource Agency;2016-10-03 09:14:17.503640;Rubik’s Cube;16;17,05
Lela;1981-03-04;Alpha Incorporated;2016-10-19 09:14:17.503660;Harry Potter book;42;21,6
Rudolph;1987-02-17;Federated LLC;2016-10-08 09:14:17.503679;banana;21;10,0
Meaghan;1980-01-20;Contract Medicine LLC;2016-10-17 09:14:17.503700;Thriller record;32;10,41
Reyna;1967-07-14;Software Data Network Agency;2016-10-03 09:14:17.503720;Lipitor;13;11,14
Tobias;1979-07-04;Adventure Industries;2016-10-20 09:14:17.503739;Corolla;41;24291,81
Alden;1984-12-01;Electronics Net Corporation;2016-09-26 09:14:17.503759;iPhone;23;691,71
Deandre;1958-06-18;Alpha Organization;2016-10-05 09:14:17.503779;banana;38;10,0
Daryl;1973-10-06;Max Organization;2016-10-06 09:14:17.503799;banana;41;10,0
Ruben;1966-06-26;Data West Limited;2016-10-20 09:14:17.503819;PlayStation;27;290,3
Fatima;1973-12-26;West Industries;2016-09-30 09:14:17.503842;iPhone;13;781,31
Vincent;1981-09-03;Innovation Vision International;2016-09-29 09:14:17.503862;iPad;18;869,4
Teressa;1980-05-18;Construction Direct Co;2016-10-04 09:14:17.503883;Lipitor;23;11,94
Bonita;1980-06-08;Net International;2016-10-16 09:14:17.503905;Harry Potter book;7;15,89
Alfonso;1986-05-19;Power People Co;2016-10-20 09:14:17.503926;banana;10;10,0
Mellissa;1982-08-03;Network LLC;2016-10-11 09:14:17.503945;iPad;18;528,74
Williams;1987-08-12;Software Corporation;2016-10-18 09:14:17.503966;Star Wars;19;9,28
Arden;1969-09-04;Pacific Signal Incorporated;2016-10-04 09:14:17.503985;iPad;44;640,72
Herbert;1984-12-04;Internet Incorporated;2016-09-27 09:14:17.504005;Lipitor;13;11,24
Lonny;1982-08-17;Industries Advanced Organization;2016-10-15 09:14:17.504025;Star Wars;21;8,98
Santa;1986-11-20;Star LLC;2016-10-02 09:14:17.504045;Rubik’s Cube;36;15,44
Rodney;1981-09-18;Star LLC;2016-10-15 09:14:17.504065;iPhone;18;663,96
Anita;1994-12-21;Design Inc;2016-10-01 09:14:17.504086;PlayStation;49;248,76
Roxie;1978-05-01;East Software Inc;2016-10-09 09:14:17.504106;Corolla;6;21409,91
Hans;1961-04-30;Adventure Bell Speed Group;2016-10-06 09:14:17.504125;banana;12;10,0
Duncan;1958-07-04;Research Net Co;2016-10-13 09:14:17.504146;Star Wars;25;8,12
Marcelino;1956-04-10;Internet Consulting Digital Co;2016-10-02 09:14:17.504165;Rubik’s Cube;22;18,15
Hector;1961-04-08;People Graphics Venture Agency;2016-10-04 09:14:17.504185;Lipitor;9;10,7
Arden;1969-09-04;Pacific Signal Incorporated;2016-09-28 09:14:17.504205;Lipitor;39;11,9
Esteban;1998-08-27;Solutions Industries;2016-09-28 09:14:17.504225;Star Wars;6;11,96
Amelia;1981-10-22;Architecture Electronic Design Group;2016-10-09 09:14:17.504245;PlayStation;15;258,49
Alden;1983-07-29;Hardware Group;2016-10-07 09:14:17.504265;banana;7;10,0
Sung;1994-03-27;Solutions Group;2016-10-08 09:14:17.504285;iPhone;23;483,23
David;1952-01-18;Internet Organization;2016-10-09 09:14:17.504305;banana;10;10,0
Jere;1978-10-09;Building Agency;2016-10-09 09:14:17.504326;PlayStation;17;294,0
Tosha;1973-03-08;Solutions Corporation;2016-10-03 09:14:17.504346;Thriller record;20;19,47
Corinne;1993-12-23;Building Galaxy Graphics Group;2016-10-20 09:14:17.504365;PlayStation;29;288,66
Matthew;1981-12-16;Universal Organization;2016-10-20 09:14:17.504385;banana;32;10,0
Zack;1987-04-23;General Hardware Limited;2016-10-08 09:14:17.504408;Harry Potter book;42;20,73
Carlo;1993-07-27;Source Pacific Corporation;2016-10-20 09:14:17.504428;Thriller record;9;8,07
Fatima;1973-12-26;West Industries;2016-10-02 09:14:17.504449;Corolla;32;24971,01
Esteban;1982-05-23;Internet Industries;2016-10-14 09:14:17.504469;Corolla;24;24157,48
Zane;1981-10-27;South Inc;2016-10-09 09:14:17.504489;Rubik’s Cube;20;16,49
Gregorio;1975-12-06;North Analysis Organization;2016-10-17 09:14:17.504509;Corolla;45;21460,27
Laverne;1983-11-04;Advanced LLC;2016-10-10 09:14:17.504530;Lipitor;44;11,26
Hector;1961-04-08;People Graphics Venture Agency;2016-10-10 09:14:17.504550;PlayStation;22;249,05
Alejandro;1983-09-10;Net Agency;2016-09-28 09:14:17.504570;iPhone;47;558,92
Tanner;1990-04-27;Direct Co;2016-10-03 09:14:17.504590;PlayStation;1;233,14
Jaclyn;1978-08-30;Galaxy Contract LLC;2016-10-02 09:14:17.504610;Thriller record;33;11,4
Leann;1958-04-05;Net Corporation;2016-10-03 09:14:17.504630;Rubik’s Cube;26;18,33
Kasey;1987-08-04;Solutions Hardware Limited;2016-10-03 09:14:17.504651;iPad;4;394,16
Melanie;1971-07-15;Contract Construction Industries;2016-10-06 09:14:17.504671;iPad;14;403,55
Marcelino;1956-04-10;Internet Consulting Digital Co;2016-09-29 09:14:17.504692;iPhone;12;762,6
Rosario;1994-09-13;Solutions LLC;2016-10-15 09:14:17.504712;iPad;49;375,11
Maryanne;1985-05-06;North LLC;2016-09-29 09:14:17.504732;Lipitor;38;10,51
Renita;1980-08-14;Electronic Internet Group;2016-10-02 09:14:17.504752;Star Wars;7;9,76
Jamie;1985-12-03;Max LLC;2016-09-30 09:14:17.504774;Thriller record;43;18,4
Debrah;1985-01-02;Software Building Speed Organization;2016-10-13 09:14:17.504794;Corolla;5;20214,84
Kristin;1973-10-21;Galaxy Design Corporation;2016-10-08 09:14:17.504815;Harry Potter book;32;29,22
Winifred;1982-11-04;Solutions Interactive Star LLC;2016-10-07 09:14:17.504835;Rubik’s Cube;23;15,54
Hans;1961-04-30;Adventure Bell Speed Group;2016-10-04 09:14:17.504855;Lipitor;20;11,87
Augusta;1986-06-27;Research Speed Corporation;2016-10-02 09:14:17.504875;Rubik’s Cube;34;18,2
Taryn;1979-08-16;Studio Interactive Hill Incorporated;2016-09-26 09:14:17.504895;Lipitor;25;11,04
Zane;1981-12-31;Virtual Corporation;2016-10-05 09:14:17.504915;iPhone;45;539,64
Jodi;1983-05-31;Software Power Future International;2016-10-11 09:14:17.504935;Star Wars;22;9,22
Geraldo;1985-11-07;Solutions Group;2016-10-01 09:14:17.504955;Rubik’s Cube;6;17,05
Dwight;1979-12-15;Hardware Vision Telecom Group;2016-10-01 09:14:17.504975;Star Wars;28;8,14
Lillian;1983-08-24;Network Organization;2016-10-08 09:14:17.504995;Corolla;21;20702,92
Man;1986-02-09;Bell Max Medicine Inc;2016-10-12 09:14:17.505015;Corolla;12;24845,93
Racheal;1980-10-21;Technology Incorporated;2016-10-10 09:14:17.505035;iPad;18;1017,7
Kenneth;1975-12-23;Building Limited;2016-10-20 09:14:17.505055;PlayStation;30;253,29
Garth;1979-10-30;Hill Data Agency;2016-10-10 09:14:17.505075;PlayStation;43;244,2
Brice;1985-06-19;Hardware Industries;2016-10-02 09:14:17.505095;Corolla;41;23576,04
William;1984-03-20;Electronic Industries;2016-10-11 09:14:17.505115;Star Wars;11;9,31
Mari;1972-10-23;Consulting Federated Vision Agency;2016-10-11 09:14:17.505135;iPhone;47;762,43
Andrea;1964-10-25;North Telecom Co;2016-10-02 09:14:17.505155;Thriller record;31;19,05
Otto;1964-12-01;Telecom Technology Limited;2016-10-01 09:14:17.505175;Corolla;19;21624,41
Johnna;1980-08-23;Resource Group;2016-10-10 09:14:17.505195;PlayStation;22;202,69
Jami;1989-03-13;Star LLC;2016-09-30 09:14:17.505215;iPad;39;435,75
Ruben;1966-06-26;Data West Limited;2016-09-28 09:14:17.505235;Corolla;1;23218,46
Elsa;1977-05-04;Adventure Software Systems Incorporated;2016-10-04 09:14:17.505256;Corolla;43;21706,36
Darell;1985-01-22;Resource Hardware Limited;2016-10-11 09:14:17.505276;PlayStation;43;283,21
Chloe;1968-09-15;Vision Innovation Resource Incorporated;2016-10-20 09:14:17.505298;Rubik’s Cube;25;18,53
Derrick;1985-05-04;Construction Analysis Limited;2016-09-27 09:14:17.505319;Rubik’s Cube;44;17,34
Una;1987-08-15;Network Atlantic Inc;2016-10-04 09:14:17.505339;Corolla;32;23491,21
Rosario;1994-09-13;Solutions LLC;2016-10-02 09:14:17.505359;Lipitor;21;11,75
Mellissa;1982-08-03;Network LLC;2016-10-05 09:14:17.505379;Lipitor;27;11,93
Sun;1974-04-15;Industries Universal Consulting Corporation;2016-10-06 09:14:17.505399;Harry Potter book;9;12,47
Weston;1984-10-04;Atlantic Industries Organization;2016-10-01 09:14:17.505423;Harry Potter book;41;28,09
Jami;1989-03-13;Star LLC;2016-10-15 09:14:17.505443;Corolla;44;20511,47
Philip;1979-02-18;Design Resource Limited;2016-10-07 09:14:17.505463;banana;27;10,0
Sabrina;1983-10-18;Star Atlantic Provider Limited;2016-10-03 09:14:17.505483;Thriller record;37;9,72
Alejandro;1983-09-10;Net Agency;2016-10-07 09:14:17.505503;iPad;1;939,34
Chantal;1978-07-21;Star Architecture Vision Agency;2016-10-03 09:14:17.505523;Rubik’s Cube;12;17,28
Anita;1994-12-21;Design Inc;2016-10-09 09:14:17.505544;iPhone;50;454,41
Mari;1972-10-23;Consulting Federated Vision Agency;2016-10-02 09:14:17.505566;Harry Potter book;34;12,3
Alden;1984-12-01;Electronics Net Corporation;2016-10-18 09:14:17.505586;PlayStation;30;287,19
Garth;1979-10-30;Hill Data Agency;2016-10-10 09:14:17.505607;PlayStation;11;222,44
Mabel;1969-07-20;Advanced Group;2016-10-16 09:14:17.505627;Rubik’s Cube;40;17,21
Kasey;1987-08-04;Solutions Hardware Limited;2016-10-03 09:14:17.505647;iPhone;15;684,3
Roosevelt;1967-05-29;Solutions Max Organization;2016-10-07 09:14:17.505667;iPad;22;527,6
Retha;1983-10-03;Source Limited;2016-10-03 09:14:17.505687;iPhone;39;615,7
Marybeth;1980-09-14;Net Alpha Future Corporation;2016-10-13 09:14:17.505707;iPhone;47;743,35
William;1984-03-20;Electronic Industries;2016-10-02 09:14:17.505727;Star Wars;4;11,0
Emmitt;1975-09-24;People Interactive Industries;2016-10-01 09:14:17.505747;Lipitor;41;11,12
Ilene;1971-08-27;Studio Organization;2016-10-11 09:14:17.505767;Harry Potter book;21;15,61
Jarod;1978-01-18;Design Software North Incorporated;2016-10-13 09:14:17.505788;Rubik’s Cube;5;16,6
Laverne;1983-11-04;Advanced LLC;2016-10-06 09:14:17.505808;PlayStation;34;283,93
Eulalia;1967-02-22;Contract Digital Industries;2016-10-05 09:14:17.505828;Thriller record;24;17,19
Sandy;1975-05-18;Universal Star Incorporated;2016-10-05 09:14:17.505848;Corolla;7;23786,15
Esteban;1982-05-23;Internet Industries;2016-09-29 09:14:17.505868;banana;26;10,0
