name;birthday;customer;orderdate;product;units;unitprice
Belinda;1985-04-19 00:00:00;Solutions Omega Network LLC;2016-07-08 13:48:03;PlayStation;23;222,79
Filomena;1967-08-13 00:00:00;Net Consulting International;2016-07-18 13:48:03;Lipitor;19;11,53
Adelina;1952-03-15 00:00:00;Speed Network Vision Group;2016-07-20 13:48:03;iPhone;45;775,15
Leroy;1967-11-19 00:00:00;Architecture Organization;2016-07-19 13:48:03;iPad;22;753,06
Jackie;1956-06-27 00:00:00;Frontier Graphics Resource LLC;2016-07-13 13:48:03;Harry Potter book;49;6,56
Maritza;1985-05-09 00:00:00;Max Technology Incorporated;2016-07-25 13:48:03;Corolla;13;21219,24
Lenora;1998-03-27 00:00:00;Electronic Advanced Agency;2016-07-21 13:48:03;Thriller record;33;10,98
Ismael;1982-06-18 00:00:00;Resource Innovation Application Agency;2016-07-12 13:48:03;iPad;4;1042,21
Franklyn;1956-09-15 00:00:00;Star East South LLC;2016-07-28 13:48:03;Thriller record;9;19,47
Esteban;1983-08-21 00:00:00;Net LLC;2016-06-30 13:48:03;Corolla;49;23340,56
Antony;1973-05-04 00:00:00;Solutions Innovation Telecom Organization;2016-07-04 13:48:03;Corolla;23;21778,1
Doris;1978-04-05 00:00:00;North Organization;2016-07-24 13:48:03;Harry Potter book;6;15,72
Scarlett;1976-09-27 00:00:00;People Galaxy Incorporated;2016-07-15 13:48:03;banana;17;10
Neva;1996-05-27 00:00:00;Design Agency;2016-07-21 13:48:03;PlayStation;24;212,56
Mindy;1959-10-06 00:00:00;Pacific Vision Electronics Co;2016-07-27 13:48:03;Harry Potter book;15;33,09
Nathan;1980-03-06 00:00:00;Resource Future Construction Incorporated;2016-07-21 13:48:03;PlayStation;27;296,78
Kasey;1967-10-23 00:00:00;Solutions Star Max Incorporated;2016-07-25 13:48:03;Rubik’s Cube;32;17,98
Blair;1969-02-27 00:00:00;Venture Interactive Group;2016-07-03 13:48:03;Lipitor;19;10,08
Cary;1990-11-22 00:00:00;South Architecture International;2016-07-18 13:48:03;Star Wars;3;11,04
Saundra;1990-04-20 00:00:00;Internet Inc;2016-07-04 13:48:03;iPhone;22;652,3
Olive;1980-09-13 00:00:00;Data Building Corporation;2016-07-26 13:48:03;iPad;18;708,29
Leanne;1993-05-14 00:00:00;Technology Limited;2016-07-24 13:48:03;Corolla;4;22211,75
Jonathan;1986-09-11 00:00:00;Research Industries;2016-07-06 13:48:03;banana;9;10
Benny;1979-01-01 00:00:00;Signal Solutions Bell Inc;2016-07-15 13:48:03;iPhone;14;788,41
Gayle;1980-07-15 00:00:00;Internet Power International;2016-07-15 13:48:03;Thriller record;18;12,92
Larissa;1991-04-13 00:00:00;Power Virtual Organization;2016-07-11 13:48:03;iPad;26;511,47
Cori;1986-11-05 00:00:00;Signal Industries;2016-07-08 13:48:03;Corolla;2;24285,62
Shirlene;1975-08-13 00:00:00;Graphics Adventure Organization;2016-07-17 13:48:03;Thriller record;49;10,11
Opal;1981-02-10 00:00:00;South Frontier Bell Limited;2016-07-15 13:48:03;PlayStation;42;223,4
Molly;1985-01-08 00:00:00;South Innovation Contract Corporation;2016-07-08 13:48:03;Rubik’s Cube;46;16,6
Carmelo;1982-04-07 00:00:00;Max Future Net Group;2016-07-21 13:48:03;Harry Potter book;24;12,31
Patti;1992-03-30 00:00:00;Atlantic Frontier Studio Industries;2016-07-06 13:48:03;Corolla;25;21488,51
Jeromy;1971-09-02 00:00:00;Data International;2016-07-19 13:48:03;iPhone;39;449,51
Emery;1981-04-17 00:00:00;Net Electronics Venture LLC;2016-07-05 13:48:03;Star Wars;48;10,08
Elena;1983-04-13 00:00:00;General Max Organization;2016-07-15 13:48:03;Rubik’s Cube;5;17,64
Roma;1980-05-28 00:00:00;Max Construction Innovation Limited;2016-07-09 13:48:03;banana;37;10
Benton;1977-02-21 00:00:00;Max Network LLC;2016-07-17 13:48:03;iPhone;38;411,86
Antony;1973-05-04 00:00:00;Solutions Innovation Telecom Organization;2016-07-23 13:48:03;banana;29;10
Trent;1980-06-26 00:00:00;Innovation Frontier Industries;2016-07-28 13:48:03;PlayStation;38;204,09
Benton;1977-02-21 00:00:00;Max Network LLC;2016-07-22 13:48:03;Rubik’s Cube;18;18,66
Abdul;1979-01-29 00:00:00;Architecture Incorporated;2016-07-17 13:48:03;banana;26;10
Joan;1986-09-09 00:00:00;Galaxy Corporation;2016-07-14 13:48:03;Lipitor;48;10,63
Sharla;1971-05-15 00:00:00;Net Limited;2016-07-15 13:48:03;Star Wars;42;8,56
Jerrod;1979-06-01 00:00:00;Design Solutions Corporation;2016-07-15 13:48:03;Star Wars;47;8,62
Tuan;1980-05-25 00:00:00;Universal Adventure Max International;2016-07-04 13:48:03;Corolla;26;23170,63
Gracie;1978-05-07 00:00:00;Resource Virtual Limited;2016-07-13 13:48:03;Thriller record;40;16,19
Joanne;1998-07-12 00:00:00;Hardware Studio Contract LLC;2016-07-22 13:48:03;banana;31;10
Dortha;1980-04-15 00:00:00;Frontier General International;2016-06-30 13:48:03;Star Wars;20;11,26
Wade;1990-10-20 00:00:00;Telecom Universal Inc;2016-07-16 13:48:03;Star Wars;6;9,55
Madge;1972-02-04 00:00:00;Frontier Alpha Future Co;2016-07-26 13:48:03;iPhone;2;848,93
Scarlett;1976-09-27 00:00:00;People Galaxy Incorporated;2016-07-23 13:48:03;Thriller record;20;10,78
Dena;1982-01-16 00:00:00;Source Agency;2016-07-02 13:48:03;Star Wars;14;11,38
Jefferey;1978-12-23 00:00:00;Contract Inc;2016-07-09 13:48:03;Corolla;25;21098,34
Lucia;1980-05-28 00:00:00;Provider Solutions Incorporated;2016-07-24 13:48:03;Corolla;32;22891,52
Leanne;1993-05-14 00:00:00;Technology Limited;2016-07-01 13:48:03;PlayStation;22;246,56
Doris;1978-04-05 00:00:00;North Organization;2016-07-22 13:48:03;iPhone;49;837,24
Gracie;1978-05-07 00:00:00;Resource Virtual Limited;2016-07-22 13:48:03;iPhone;30;429,94
Antony;1973-05-04 00:00:00;Solutions Innovation Telecom Organization;2016-07-12 13:48:03;banana;1;10
Molly;1985-01-08 00:00:00;South Innovation Contract Corporation;2016-07-15 13:48:03;iPhone;10;674,8
Tasha;1983-01-04 00:00:00;Interactive Internet Incorporated;2016-07-04 13:48:03;PlayStation;42;234,59
Jimmy;1957-06-21 00:00:00;Net Power Co;2016-07-18 13:48:03;iPad;23;809,65
Ethan;1979-10-06 00:00:00;Internet Incorporated;2016-07-18 13:48:03;Lipitor;18;10,45
Mayra;1981-12-14 00:00:00;Power International;2016-07-12 13:48:03;banana;14;10
Gino;1983-07-03 00:00:00;Federated Virtual Internet Industries;2016-07-11 13:48:03;banana;3;10
Joanne;1998-07-12 00:00:00;Hardware Studio Contract LLC;2016-07-21 13:48:03;Star Wars;23;10,67
Adelina;1952-03-15 00:00:00;Speed Network Vision Group;2016-07-26 13:48:03;banana;25;10
Kieth;1984-05-11 00:00:00;People Industries;2016-07-12 13:48:03;iPad;47;852,45
Bobbie;1989-04-18 00:00:00;Medicine Graphics Limited;2016-06-30 13:48:03;Lipitor;18;10,35
Howard;1961-01-31 00:00:00;Federated Agency;2016-07-02 13:48:03;Harry Potter book;21;10,62
Zelma;1953-01-20 00:00:00;Solutions Electronic Venture Agency;2016-07-14 13:48:03;Harry Potter book;34;27,31
Rashad;1981-08-12 00:00:00;General Contract Corporation;2016-07-07 13:48:03;Corolla;38;22108,79
Mayra;1981-12-14 00:00:00;Power International;2016-07-17 13:48:03;Star Wars;24;8,04
Araceli;1951-10-15 00:00:00;Vision Co;2016-07-01 13:48:03;Harry Potter book;34;29,1
Zelma;1984-01-14 00:00:00;Medicine Inc;2016-07-22 13:48:03;Lipitor;4;11,36
Tracy;1984-11-29 00:00:00;Hill Pacific Analysis Co;2016-07-03 13:48:03;PlayStation;50;219,77
Damaris;1984-06-01 00:00:00;North Innovation Vision Inc;2016-07-15 13:48:03;Star Wars;34;8,47
Daphne;1967-10-17 00:00:00;West Solutions Limited;2016-07-10 13:48:03;Lipitor;30;10,29
Kerry;1982-04-20 00:00:00;Medicine Direct Incorporated;2016-07-23 13:48:03;Star Wars;38;9,61
Cori;1986-11-05 00:00:00;Signal Industries;2016-07-27 13:48:03;iPad;31;605,66
Molly;1985-01-08 00:00:00;South Innovation Contract Corporation;2016-07-10 13:48:03;banana;12;10
Chance;1965-02-28 00:00:00;Resource International;2016-07-14 13:48:03;Rubik’s Cube;36;16,41
Lucia;1967-10-17 00:00:00;Industries Max Organization;2016-07-26 13:48:03;iPhone;29;670,62
Tiffany;1986-07-14 00:00:00;Medicine Solutions Signal Inc;2016-07-24 13:48:03;Rubik’s Cube;14;15,67
Angelica;1985-12-27 00:00:00;Net Hardware Co;2016-07-11 13:48:03;PlayStation;33;233,1
Alton;1984-01-15 00:00:00;Alpha Industries;2016-07-12 13:48:03;Thriller record;38;17,13
Joan;1986-09-09 00:00:00;Galaxy Corporation;2016-07-05 13:48:03;banana;5;10
Zelma;1953-01-20 00:00:00;Solutions Electronic Venture Agency;2016-07-02 13:48:03;Rubik’s Cube;46;18,11
Bess;1957-10-19 00:00:00;Innovation Pacific International;2016-07-01 13:48:03;iPhone;31;467,06
Mindy;1959-10-06 00:00:00;Pacific Vision Electronics Co;2016-07-09 13:48:03;iPad;23;430,9
Terese;1985-06-17 00:00:00;Industries Limited;2016-07-09 13:48:03;iPhone;27;868,78
Emily;1982-07-02 00:00:00;Medicine Incorporated;2016-07-15 13:48:03;banana;6;10
Dorian;1985-03-25 00:00:00;Medicine Limited;2016-07-04 13:48:03;Star Wars;28;9,83
Blair;1969-02-27 00:00:00;Venture Interactive Group;2016-07-20 13:48:03;Corolla;3;22087,75
Rashad;1981-08-12 00:00:00;General Contract Corporation;2016-07-21 13:48:03;Corolla;35;20862,14
Ned;1981-02-14 00:00:00;Industries Inc;2016-07-25 13:48:03;Corolla;8;20100,3
Faustino;1980-02-04 00:00:00;Analysis Limited;2016-07-25 13:48:03;Star Wars;4;8,41
Erna;1968-06-05 00:00:00;Bell Star Corporation;2016-07-17 13:48:03;PlayStation;35;244,95
Daniel;1978-03-05 00:00:00;Studio East Industries;2016-07-08 13:48:03;Star Wars;12;8,57
Aurora;1977-09-23 00:00:00;Design Resource Future Inc;2016-07-08 13:48:03;Harry Potter book;49;15,46
Chance;1965-02-28 00:00:00;Resource International;2016-07-08 13:48:03;Thriller record;16;9,64
Lacy;1985-07-22 00:00:00;Signal Design Resource Corporation;2016-07-02 13:48:03;Harry Potter book;37;6,01
Gino;1983-07-03 00:00:00;Federated Virtual Internet Industries;2016-07-09 13:48:03;iPad;27;605,43
Clinton;1979-10-06 00:00:00;Direct Corporation;2016-07-01 13:48:03;banana;47;10
Trent;1980-06-26 00:00:00;Innovation Frontier Industries;2016-07-13 13:48:03;Corolla;38;21412,94
Herbert;1977-09-08 00:00:00;Provider Adventure Group;2016-07-23 13:48:03;Corolla;42;22076,11
Johnathon;1968-07-28 00:00:00;Advanced Incorporated;2016-07-13 13:48:03;Rubik’s Cube;11;15,88
Sandra;1968-01-21 00:00:00;Net LLC;2016-07-06 13:48:03;Lipitor;20;10,47
Carmine;1972-05-25 00:00:00;Graphics Design LLC;2016-07-14 13:48:03;Star Wars;26;10,4
Dolores;1994-07-26 00:00:00;Technology Limited;2016-07-03 13:48:03;banana;1;10
Jeromy;1971-09-02 00:00:00;Data International;2016-07-09 13:48:03;Thriller record;3;16,64
Fernando;1979-06-27 00:00:00;Building Research Venture Organization;2016-07-26 13:48:03;PlayStation;34;276,26
Buck;1972-07-09 00:00:00;Frontier Research Technology LLC;2016-07-18 13:48:03;PlayStation;40;237,98
Marguerite;1979-08-23 00:00:00;Galaxy Research Corporation;2016-07-15 13:48:03;Rubik’s Cube;10;17,6
Dong;1970-09-06 00:00:00;Solutions Contract Software Corporation;2016-07-17 13:48:03;Star Wars;14;8,31
Ned;1981-02-14 00:00:00;Industries Inc;2016-07-20 13:48:03;Rubik’s Cube;19;16,81
Kate;1985-06-29 00:00:00;Interactive Industries;2016-07-21 13:48:03;iPhone;40;830,84
Franklyn;1956-09-15 00:00:00;Star East South LLC;2016-07-16 13:48:03;iPad;6;586,82
Roma;1980-05-28 00:00:00;Max Construction Innovation Limited;2016-07-01 13:48:03;iPad;25;942,93
Olin;1998-12-29 00:00:00;Design Research Agency;2016-07-12 13:48:03;Harry Potter book;50;27,68
Gabriela;1994-12-20 00:00:00;Solutions Software Pacific Corporation;2016-07-10 13:48:03;PlayStation;23;213,36
Jamaal;1983-06-22 00:00:00;Data Industries Organization;2016-07-01 13:48:03;Rubik’s Cube;25;18,65
Terese;1985-06-17 00:00:00;Industries Limited;2016-07-22 13:48:03;Lipitor;40;10,74
Amber;1981-02-07 00:00:00;Provider Limited;2016-07-24 13:48:03;iPhone;24;865,13
Autumn;1970-04-02 00:00:00;Frontier Corporation;2016-07-08 13:48:03;Thriller record;10;14,07
Jackie;1956-06-27 00:00:00;Frontier Graphics Resource LLC;2016-07-12 13:48:03;Lipitor;40;11,37
Wade;1990-10-20 00:00:00;Telecom Universal Inc;2016-07-16 13:48:03;iPhone;45;422,16
Weldon;1953-03-17 00:00:00;Network Application Co;2016-07-06 13:48:03;iPad;36;606,03
Edmundo;1985-06-06 00:00:00;Internet Building General LLC;2016-07-15 13:48:03;Harry Potter book;4;18,91
Perla;1982-09-10 00:00:00;Innovation Alpha LLC;2016-07-17 13:48:03;Corolla;21;22484,59
Leigh;1993-08-01 00:00:00;South Consulting Corporation;2016-07-25 13:48:03;Thriller record;33;12,73
Joan;1986-09-09 00:00:00;Galaxy Corporation;2016-07-10 13:48:03;Star Wars;34;8,19
India;1968-12-13 00:00:00;Electronics Resource Group;2016-07-10 13:48:03;Harry Potter book;40;11,69
Rolland;1971-05-25 00:00:00;Vision Limited;2016-07-12 13:48:03;Star Wars;20;8,33
Gail;1981-05-27 00:00:00;Pacific North Resource Incorporated;2016-07-23 13:48:03;iPad;48;757,17
Augusta;1985-02-02 00:00:00;People Medicine Federated Co;2016-07-13 13:48:03;Harry Potter book;32;18,78
Louisa;1973-09-01 00:00:00;East Inc;2016-07-16 13:48:03;Thriller record;41;11,88
Cori;1986-11-05 00:00:00;Signal Industries;2016-07-28 13:48:03;PlayStation;12;261,45
Gino;1983-07-03 00:00:00;Federated Virtual Internet Industries;2016-07-17 13:48:03;Star Wars;13;8,33
Lanny;1986-04-04 00:00:00;Vision Telecom Adventure Limited;2016-07-23 13:48:03;Star Wars;21;8,38
Darron;1971-10-19 00:00:00;Interactive International;2016-07-08 13:48:03;Harry Potter book;19;10,17
Jonathan;1986-09-11 00:00:00;Research Industries;2016-07-07 13:48:03;Thriller record;15;12,08
Bridgette;1976-10-20 00:00:00;Solutions Industries;2016-07-26 13:48:03;Lipitor;24;11,92
Leroy;1967-11-19 00:00:00;Architecture Organization;2016-07-04 13:48:03;iPhone;16;483,77
Christen;1973-08-23 00:00:00;Max West Signal Group;2016-07-13 13:48:03;PlayStation;18;239,38
Adelina;1952-03-15 00:00:00;Speed Network Vision Group;2016-07-20 13:48:03;iPad;18;766,07
Chet;1980-12-18 00:00:00;Vision Speed International;2016-07-03 13:48:03;iPad;2;478,82
Jonathan;1986-09-11 00:00:00;Research Industries;2016-07-03 13:48:03;PlayStation;48;285,94
Whitney;1961-08-30 00:00:00;North Industries Industries;2016-07-17 13:48:03;Rubik’s Cube;9;15,11
Vickie;1980-05-29 00:00:00;Source Industries Alpha Co;2016-07-02 13:48:03;Harry Potter book;28;7,97
Wilmer;1983-01-27 00:00:00;Federated Analysis Interactive LLC;2016-07-09 13:48:03;banana;40;10
Luigi;1978-09-28 00:00:00;People General Star Organization;2016-07-21 13:48:03;iPad;43;1088,82
Scarlett;1976-09-27 00:00:00;People Galaxy Incorporated;2016-07-24 13:48:03;PlayStation;44;209,1
Marcia;1952-10-17 00:00:00;Graphics Systems Corporation;2016-07-17 13:48:03;banana;10;10
Olin;1998-12-29 00:00:00;Design Research Agency;2016-07-21 13:48:03;Lipitor;15;11,24
Catina;1987-05-21 00:00:00;People LLC;2016-07-11 13:48:03;Thriller record;42;13,92
Kasey;1967-10-23 00:00:00;Solutions Star Max Incorporated;2016-07-09 13:48:03;Rubik’s Cube;24;17,61
Ron;1978-12-13 00:00:00;Vision Inc;2016-07-06 13:48:03;iPad;17;897,49
Horace;1975-10-11 00:00:00;Medicine International;2016-07-15 13:48:03;Corolla;37;22659,77
Gabriela;1994-12-20 00:00:00;Solutions Software Pacific Corporation;2016-07-06 13:48:03;Lipitor;30;11,21
Delbert;1969-04-07 00:00:00;Architecture Galaxy Building Industries;2016-07-08 13:48:03;Rubik’s Cube;32;15,04
Elwood;1955-10-10 00:00:00;Solutions Innovation Co;2016-07-19 13:48:03;Lipitor;12;11,42
Ellsworth;1979-03-18 00:00:00;Application Systems Group;2016-07-20 13:48:03;Star Wars;45;8,75
Howard;1961-01-31 00:00:00;Federated Agency;2016-07-16 13:48:03;Thriller record;22;8,24
Garth;1983-12-02 00:00:00;Design Agency;2016-07-27 13:48:03;iPhone;25;824,99
Cathleen;1966-12-30 00:00:00;Design Interactive Consulting Group;2016-07-25 13:48:03;PlayStation;27;270,11
Scott;1969-06-12 00:00:00;Frontier Inc;2016-07-19 13:48:03;Corolla;28;21848,35
Ernestina;1985-09-12 00:00:00;Universal Agency;2016-07-02 13:48:03;iPhone;42;637,36
India;1968-12-13 00:00:00;Electronics Resource Group;2016-07-08 13:48:03;Star Wars;18;9,68
Chet;1980-12-18 00:00:00;Vision Speed International;2016-06-30 13:48:03;Rubik’s Cube;45;16,76
Larry;1980-10-15 00:00:00;Atlantic Incorporated;2016-07-18 13:48:03;Corolla;22;24739,4
Horace;1975-10-11 00:00:00;Medicine International;2016-07-10 13:48:03;Lipitor;25;10,04
Cory;1978-01-05 00:00:00;Network Organization;2016-07-01 13:48:03;iPad;27;970,94
Gracie;1974-05-03 00:00:00;Telecom Pacific Universal Organization;2016-07-25 13:48:03;iPad;36;712,03
Edmond;1987-05-03 00:00:00;Digital Application People Corporation;2016-07-15 13:48:03;iPhone;19;454,03
Fernando;1979-06-27 00:00:00;Building Research Venture Organization;2016-07-16 13:48:03;iPhone;31;630,22
Ismael;1982-06-18 00:00:00;Resource Innovation Application Agency;2016-06-30 13:48:03;Rubik’s Cube;42;15,93
Garth;1983-12-02 00:00:00;Design Agency;2016-07-13 13:48:03;banana;12;10
Jack;1976-01-03 00:00:00;Net Industries;2016-07-06 13:48:03;Star Wars;33;11,49
Annmarie;1982-06-04 00:00:00;Atlantic Corporation;2016-07-23 13:48:03;Lipitor;10;10,51
Herbert;1977-09-08 00:00:00;Provider Adventure Group;2016-07-12 13:48:03;iPhone;50;482,95
Collin;1985-01-23 00:00:00;Venture Industries;2016-07-22 13:48:03;PlayStation;46;258,09
Rolland;1971-05-25 00:00:00;Vision Limited;2016-07-12 13:48:03;banana;14;10
Bridgette;1976-10-20 00:00:00;Solutions Industries;2016-07-25 13:48:03;Thriller record;3;11,66
Craig;1960-06-24 00:00:00;Telecom Digital Organization;2016-07-23 13:48:03;iPhone;48;799,19
Ethan;1952-12-08 00:00:00;Application Industries;2016-07-11 13:48:03;Thriller record;17;18,88
Shiela;1976-03-28 00:00:00;North Incorporated;2016-07-19 13:48:03;banana;19;10
Emily;1982-07-02 00:00:00;Medicine Incorporated;2016-07-12 13:48:03;Rubik’s Cube;46;16,1
Araceli;1951-10-15 00:00:00;Vision Co;2016-07-20 13:48:03;PlayStation;19;250,85
Kasey;1967-10-23 00:00:00;Solutions Star Max Incorporated;2016-07-05 13:48:03;Star Wars;25;9,71
Louisa;1973-09-01 00:00:00;East Inc;2016-07-02 13:48:03;iPad;48;745,43
Kelli;1982-05-10 00:00:00;Building Construction Group;2016-07-17 13:48:03;PlayStation;34;253,44
Morgan;1978-04-13 00:00:00;Solutions Application Systems Corporation;2016-07-02 13:48:03;Harry Potter book;44;21,59
Shiela;1976-03-28 00:00:00;North Incorporated;2016-07-17 13:48:03;Corolla;38;20596,41
Tammy;1986-02-08 00:00:00;Net Group;2016-07-16 13:48:03;iPad;31;358,84
Isabell;1977-07-18 00:00:00;Internet Alpha Analysis Organization;2016-07-14 13:48:03;Harry Potter book;27;30,41
Jody;1971-07-18 00:00:00;General Incorporated;2016-07-15 13:48:03;Harry Potter book;13;30,59
Daphne;1967-10-17 00:00:00;West Solutions Limited;2016-07-21 13:48:03;PlayStation;44;255,7
Ned;1981-02-14 00:00:00;Industries Inc;2016-07-28 13:48:03;banana;3;10
Angelica;1985-12-27 00:00:00;Net Hardware Co;2016-06-30 13:48:03;Thriller record;8;12,85
Isreal;1979-06-24 00:00:00;Pacific International;2016-07-06 13:48:03;iPad;43;433,98
Lemuel;1985-09-01 00:00:00;Analysis Graphics Provider Incorporated;2016-07-26 13:48:03;Harry Potter book;18;6,32
Marguerite;1968-11-15 00:00:00;Hill Industries Advanced Organization;2016-07-11 13:48:03;Corolla;34;20781,23
Antonio;1987-01-24 00:00:00;Contract Analysis Interactive Corporation;2016-07-16 13:48:03;Star Wars;3;9,91
Wilma;1977-05-09 00:00:00;Data Net Inc;2016-07-05 13:48:03;Star Wars;36;10,67
Isabell;1977-07-18 00:00:00;Internet Alpha Analysis Organization;2016-07-27 13:48:03;Harry Potter book;22;18,86
Demarcus;1982-02-21 00:00:00;Speed West Network International;2016-07-01 13:48:03;Corolla;45;22840,25
Tiffany;1986-07-14 00:00:00;Medicine Solutions Signal Inc;2016-07-10 13:48:03;Star Wars;21;10,57
Kathleen;1977-07-09 00:00:00;East Agency;2016-07-17 13:48:03;iPhone;3;426,77
Ilene;1979-06-02 00:00:00;Innovation Federated Industries;2016-07-26 13:48:03;banana;19;10
Edmundo;1985-06-06 00:00:00;Internet Building General LLC;2016-07-25 13:48:03;banana;4;10
Melodie;1952-01-20 00:00:00;Source Atlantic Speed LLC;2016-07-20 13:48:03;banana;49;10
Francisca;1963-03-24 00:00:00;Building Resource Star Co;2016-07-05 13:48:03;Thriller record;27;15,45
Faustino;1980-02-04 00:00:00;Analysis Limited;2016-07-03 13:48:03;iPad;36;537,36
Tristan;1968-03-02 00:00:00;Galaxy Architecture Systems Corporation;2016-07-09 13:48:03;Lipitor;47;11,15
Saundra;1990-04-20 00:00:00;Internet Inc;2016-07-03 13:48:03;Harry Potter book;23;20,67
Shellie;1953-08-09 00:00:00;Studio Corporation;2016-07-18 13:48:03;Lipitor;46;10,78
Jamaal;1983-06-22 00:00:00;Data Industries Organization;2016-07-21 13:48:03;iPad;43;926,74
Roma;1980-05-28 00:00:00;Max Construction Innovation Limited;2016-07-18 13:48:03;Star Wars;44;10,1
Jerald;1978-07-07 00:00:00;Star Adventure Group;2016-07-15 13:48:03;PlayStation;41;268,25
Waldo;1987-04-12 00:00:00;Telecom General Alpha Organization;2016-07-09 13:48:03;Rubik’s Cube;5;15,13
Merrill;1978-06-07 00:00:00;Star Technology Industries;2016-07-07 13:48:03;banana;50;10
Morgan;1978-04-13 00:00:00;Solutions Application Systems Corporation;2016-07-05 13:48:03;Harry Potter book;11;7,97
Sharla;1971-05-15 00:00:00;Net Limited;2016-07-01 13:48:03;iPad;32;482,21
Boyd;1974-10-12 00:00:00;Atlantic Network Galaxy Agency;2016-07-01 13:48:03;Thriller record;43;18
Luigi;1978-09-28 00:00:00;People General Star Organization;2016-07-08 13:48:03;Lipitor;21;10,7
Autumn;1970-04-02 00:00:00;Frontier Corporation;2016-07-10 13:48:03;PlayStation;46;202,98
Sharla;1971-05-15 00:00:00;Net Limited;2016-07-19 13:48:03;iPad;9;946,34
Lacy;1985-07-22 00:00:00;Signal Design Resource Corporation;2016-07-23 13:48:03;iPhone;42;809,81
Vickie;1980-05-29 00:00:00;Source Industries Alpha Co;2016-07-25 13:48:03;banana;5;10
Carmine;1972-05-25 00:00:00;Graphics Design LLC;2016-07-08 13:48:03;Lipitor;33;11,57
Wayne;1992-09-10 00:00:00;East Application Contract Inc;2016-07-02 13:48:03;banana;46;10
Darcy;1980-07-29 00:00:00;Star Max Omega Inc;2016-07-21 13:48:03;PlayStation;21;261,22
Rudolph;1959-10-15 00:00:00;Network Software West Inc;2016-07-23 13:48:03;iPad;43;1038,46
Aurora;1977-09-23 00:00:00;Design Resource Future Inc;2016-07-09 13:48:03;banana;14;10
Kelli;1982-05-10 00:00:00;Building Construction Group;2016-07-07 13:48:03;banana;37;10
Renate;1980-11-08 00:00:00;Hill North Software Industries;2016-07-21 13:48:03;Star Wars;40;11,07
Jimmie;1965-06-04 00:00:00;Star Limited;2016-07-07 13:48:03;Star Wars;14;10,99
Ethan;1952-12-08 00:00:00;Application Industries;2016-07-23 13:48:03;banana;26;10
Maynard;1984-12-14 00:00:00;Design Venture Limited;2016-07-04 13:48:03;Star Wars;14;11,58
Staci;1968-10-09 00:00:00;Interactive South Organization;2016-07-01 13:48:03;iPhone;4;703,13
Elwood;1955-10-10 00:00:00;Solutions Innovation Co;2016-07-25 13:48:03;Harry Potter book;34;11,92
Vickie;1980-05-29 00:00:00;Source Industries Alpha Co;2016-07-01 13:48:03;Harry Potter book;33;25,64
Alton;1984-01-15 00:00:00;Alpha Industries;2016-07-11 13:48:03;Harry Potter book;7;11,81
Rocio;1973-11-09 00:00:00;Speed Data Pacific Organization;2016-07-24 13:48:03;Lipitor;49;11,79
Vickie;1980-05-29 00:00:00;Source Industries Alpha Co;2016-07-18 13:48:03;Thriller record;21;14,3
Merrill;1978-06-07 00:00:00;Star Technology Industries;2016-07-26 13:48:03;PlayStation;47;295,99
Benny;1979-01-01 00:00:00;Signal Solutions Bell Inc;2016-07-15 13:48:03;iPad;36;801,07
Collin;1985-01-23 00:00:00;Venture Industries;2016-07-02 13:48:03;Rubik’s Cube;20;15,25
Robbin;1979-12-01 00:00:00;Interactive Net LLC;2016-07-17 13:48:03;Corolla;33;20420,19
Kerri;1979-07-15 00:00:00;Contract Speed Star Organization;2016-07-09 13:48:03;iPad;23;968,57
Merrill;1978-06-07 00:00:00;Star Technology Industries;2016-07-28 13:48:03;Star Wars;30;10,51
Fernando;1979-06-27 00:00:00;Building Research Venture Organization;2016-07-28 13:48:03;Rubik’s Cube;24;17,41
Tyler;1978-04-15 00:00:00;Research North Application Co;2016-07-26 13:48:03;Thriller record;6;12,53
Cory;1987-03-24 00:00:00;Virtual Signal Innovation Inc;2016-07-24 13:48:03;Rubik’s Cube;15;17,69
Leanne;1993-05-14 00:00:00;Technology Limited;2016-07-10 13:48:03;Lipitor;46;11
Jimmie;1965-06-04 00:00:00;Star Limited;2016-07-27 13:48:03;iPhone;23;649,46
Tommie;1983-08-29 00:00:00;Power Application Co;2016-07-18 13:48:03;Lipitor;2;10,9
Jefferey;1978-12-23 00:00:00;Contract Inc;2016-07-19 13:48:03;PlayStation;19;207,86
Zelma;1984-01-14 00:00:00;Medicine Inc;2016-07-28 13:48:03;iPhone;34;654,06
Earle;1967-01-01 00:00:00;Solutions Inc;2016-07-01 13:48:03;Rubik’s Cube;12;17,06
Waylon;1985-08-01 00:00:00;Digital East Virtual Group;2016-07-02 13:48:03;Thriller record;29;19,12
Galen;1992-02-02 00:00:00;Construction Data Agency;2016-07-04 13:48:03;Harry Potter book;37;24
Gladys;1983-05-28 00:00:00;Galaxy Signal Network Organization;2016-07-02 13:48:03;PlayStation;12;274,66
Luigi;1978-09-28 00:00:00;People General Star Organization;2016-07-22 13:48:03;Corolla;50;20176,71
Maynard;1984-12-14 00:00:00;Design Venture Limited;2016-06-30 13:48:03;Lipitor;9;11,68
Sandra;1968-01-21 00:00:00;Net LLC;2016-07-24 13:48:03;Thriller record;47;16,85
Kelli;1986-12-13 00:00:00;Software Frontier Limited;2016-07-28 13:48:03;banana;26;10
